time_tag,p3_flux_ic,p5_flux_ic,p7_flux_ic,short,long
2000-10-25 12:40:00,0.164,0.0857,0.0589,1.1470588235294123e-07,5.142857142857143e-06
2000-10-25 12:41:00,0.14874,0.07576,0.05116,1.1447058823529413e-07,5.157142857142858e-06
2000-10-25 12:42:00,0.13348,0.0658199999999999,0.04342,1.1341176470588237e-07,5.142857142857143e-06
2000-10-25 12:43:00,0.11822,0.05588,0.03568,1.1211764705882353e-07,5.114285714285714e-06
2000-10-25 12:44:00,0.10296,0.0459399999999999,0.02794,1.1105882352941177e-07,5.071428571428571e-06
2000-10-25 12:45:00,0.0877,0.036,0.0202,1.095294117647059e-07,5.042857142857143e-06
2000-10-25 12:46:00,0.09376,0.04552,0.0241,1.0858823529411764e-07,5.028571428571429e-06
2000-10-25 12:47:00,0.0998199999999999,0.0550399999999999,0.0279999999999999,1.0729411764705885e-07,5e-06
2000-10-25 12:48:00,0.10588,0.0645599999999999,0.0319,1.0682352941176473e-07,4.971428571428572e-06
2000-10-25 12:49:00,0.11194,0.07408,0.0358,1.0611764705882353e-07,4.971428571428572e-06
2000-10-25 12:50:00,0.118,0.0836,0.0397,1.0576470588235297e-07,4.9285714285714286e-06
2000-10-25 12:51:00,0.1341999999999999,0.0894799999999999,0.0443,1.0529411764705885e-07,4.9142857142857145e-06
2000-10-25 12:52:00,0.1504,0.09536,0.0489,1.0458823529411765e-07,4.9142857142857145e-06
2000-10-25 12:53:00,0.1666,0.10124,0.0535,1.0458823529411765e-07,4.9142857142857145e-06
2000-10-25 12:54:00,0.1828,0.1071199999999999,0.0581,1.0482352941176472e-07,4.9000000000000005e-06
2000-10-25 12:55:00,0.199,0.113,0.0627,1.0458823529411765e-07,4.9000000000000005e-06
2000-10-25 12:56:00,0.17808,0.0983,0.05492,1.0435294117647061e-07,4.885714285714286e-06
2000-10-25 12:57:00,0.15716,0.0836,0.04714,1.0411764705882356e-07,4.871428571428572e-06
2000-10-25 12:58:00,0.13624,0.0689,0.03936,1.0482352941176472e-07,4.885714285714286e-06
