time_stamp,e2_flux_ic,p2_flux_ic,p3_flux_ic,p4_flux_ic,p5_flux_ic,p6_flux_ic,p7_flux_ic,short,long
2014-12-14 18:25:00,533.42,0.48999,0.46468,0.21521,0.11172,0.075001,0.072563,2.4758823529411764e-07,3.610714285714286e-06
2014-12-14 18:26:00,536.654,0.470912,0.441915,0.205283,0.1074859999999999,0.0744174,0.0648026,2.1604705882352945e-07,3.611857142857143e-06
2014-12-14 18:27:00,539.8879999999999,0.451834,0.4191499999999999,0.195356,0.1032519999999999,0.0738337999999999,0.0570422,1.778941176470588e-07,3.4922857142857144e-06
2014-12-14 18:28:00,543.122,0.432756,0.396385,0.185429,0.0990179999999999,0.0732502,0.0492818,1.374117647058824e-07,3.276857142857143e-06
2014-12-14 18:29:00,546.3559999999999,0.413678,0.3736199999999999,0.175502,0.0947839999999999,0.0726666,0.0415214,1.0921647058823529e-07,3.0505714285714285e-06
2014-12-14 18:30:00,549.5899999999999,0.3946,0.350855,0.165575,0.0905499999999999,0.072083,0.033761,8.941411764705881e-08,2.8287142857142857e-06
2014-12-14 18:31:00,552.824,0.406482,0.3664239999999999,0.209734,0.1213039999999999,0.0954284,0.035536,7.526235294117647e-08,2.6381428571428573e-06
2014-12-14 18:32:00,556.058,0.418364,0.3819929999999999,0.253893,0.1520579999999999,0.1187738,0.037311,6.91023529411765e-08,2.512714285714286e-06
2014-12-14 18:33:00,559.2919999999999,0.430246,0.3975619999999999,0.298052,0.1828119999999999,0.1421192,0.0390859999999999,6.414117647058823e-08,2.3677142857142858e-06
2014-12-14 18:34:00,562.526,0.442128,0.413131,0.342211,0.2135659999999999,0.1654646,0.040861,5.668117647058823e-08,2.2498571428571427e-06
2014-12-14 18:35:00,565.76,0.45401,0.4287,0.38637,0.24432,0.18881,0.042636,5.223176470588236e-08,2.169285714285714e-06
2014-12-14 18:36:00,568.628,0.424422,0.399114,0.357166,0.2286,0.178832,0.0376046,4.3524705882352953e-08,2.0727142857142856e-06
2014-12-14 18:37:00,571.496,0.394834,0.369528,0.327962,0.21288,0.168854,0.0325732,3.597411764705882e-08,1.9642857142857144e-06
2014-12-14 18:38:00,574.364,0.365246,0.339942,0.2987579999999999,0.19716,0.158876,0.0275417999999999,3.163411764705882e-08,1.902e-06
2014-12-14 18:39:00,577.232,0.335658,0.310356,0.269554,0.18144,0.1488979999999999,0.0225104,2.9768235294117653e-08,1.848857142857143e-06
2014-12-14 18:40:00,580.1,0.30607,0.28077,0.24035,0.16572,0.13892,0.017479,2.5349411764705884e-08,1.7614285714285715e-06
2014-12-14 18:41:00,579.722,0.31554,0.285282,0.23521,0.155156,0.1286727999999999,0.0174784,2.259176470588236e-08,1.6871428571428572e-06
2014-12-14 18:42:00,579.344,0.32501,0.289794,0.23007,0.144592,0.1184255999999999,0.0174778,2.2163529411764713e-08,1.664714285714286e-06
2014-12-14 18:43:00,578.966,0.33448,0.294306,0.22493,0.134028,0.1081784,0.0174772,2.6434117647058826e-08,1.6795714285714286e-06
2014-12-14 18:44:00,578.5880000000001,0.34395,0.298818,0.21979,0.123464,0.0979312,0.0174766,2.7474117647058824e-08,1.687e-06
2014-12-14 18:45:00,578.21,0.35342,0.30333,0.21465,0.1129,0.087684,0.017476,2.4523529411764706e-08,1.6457142857142855e-06
2014-12-14 18:46:00,583.78,0.385236,0.340102,0.260624,0.145478,0.1104252,0.0240991999999999,2.2456470588235292e-08,1.6021428571428572e-06
2014-12-14 18:47:00,589.35,0.417052,0.376874,0.306598,0.178056,0.1331664,0.0307223999999999,2.331529411764705e-08,1.6035714285714286e-06
2014-12-14 18:48:00,594.92,0.448868,0.413646,0.352572,0.210634,0.1559076,0.0373456,2.8469411764705885e-08,1.6401428571428573e-06
2014-12-14 18:49:00,600.49,0.480684,0.450418,0.398546,0.2432119999999999,0.1786488,0.0439688,3.815882352941176e-08,1.739e-06
2014-12-14 18:50:00,606.06,0.5125,0.48719,0.44452,0.27579,0.20139,0.050592,5.035176470588236e-08,1.891142857142857e-06
2014-12-14 18:51:00,608.674,0.63708,0.506658,0.400842,0.2467599999999999,0.181536,0.0485914,5.121058823529412e-08,1.913714285714286e-06
2014-12-14 18:52:00,611.288,0.76166,0.526126,0.357164,0.2177299999999999,0.161682,0.0465908,6.049176470588236e-08,1.9497142857142857e-06
2014-12-14 18:53:00,613.9019999999999,0.8862399999999999,0.545594,0.313486,0.1887,0.141828,0.0445901999999999,6.396e-08,1.957428571428572e-06
2014-12-14 18:54:00,616.516,1.0108199999999998,0.565062,0.269808,0.15967,0.121974,0.0425896,5.7178823529411783e-08,1.9021428571428573e-06
2014-12-14 18:55:00,619.13,1.1354,0.58453,0.22613,0.13064,0.10212,0.040589,4.934823529411766e-08,1.865714285714286e-06
2014-12-14 18:56:00,602.906,0.983562,0.53786,0.211596,0.1236348,0.0979318,0.0427054,4.867882352941178e-08,1.861428571428572e-06
2014-12-14 18:57:00,586.682,0.8317239999999999,0.49119,0.197062,0.1166296,0.0937436,0.0448218,5.329058823529413e-08,1.8972857142857145e-06
2014-12-14 18:58:00,570.458,0.679886,0.4445199999999999,0.182528,0.1096244,0.0895554,0.0469382,5.1978823529411763e-08,1.9111428571428573e-06
2014-12-14 18:59:00,554.234,0.528048,0.39785,0.167994,0.1026192,0.0853672,0.0490546,5.502941176470588e-08,1.933571428571429e-06
2014-12-14 19:00:00,538.01,0.37621,0.35118,0.15346,0.095614,0.081179,0.051171,5.3832941176470594e-08,1.977857142857143e-06
2014-12-14 19:01:00,556.054,0.4248699999999999,0.39984,0.173166,0.1059112,0.0879092,0.0498602,6.142823529411765e-08,2.0631428571428573e-06
2014-12-14 19:02:00,574.098,0.47353,0.4485,0.192872,0.1162084,0.0946394,0.0485494,6.346470588235297e-08,2.115571428571429e-06
2014-12-14 19:03:00,592.142,0.5221899999999999,0.49716,0.212578,0.1265056,0.1013696,0.0472386,7.666470588235294e-08,2.2462857142857144e-06
2014-12-14 19:04:00,610.186,0.57085,0.54582,0.232284,0.1368028,0.1080998,0.0459278,7.264117647058825e-08,2.25e-06
2014-12-14 19:05:00,628.23,0.61951,0.59448,0.25199,0.1471,0.11483,0.044617,7.06964705882353e-08,2.274428571428572e-06
2014-12-14 19:06:00,630.9,0.613608,0.57163,0.2414059999999999,0.1358772,0.1032864,0.0457363999999999,6.621764705882353e-08,2.285e-06
2014-12-14 19:07:00,633.57,0.607706,0.54878,0.230822,0.1246544,0.0917428,0.0468557999999999,6.020705882352941e-08,2.247857142857143e-06
2014-12-14 19:08:00,636.24,0.601804,0.52593,0.220238,0.1134316,0.0801992,0.0479752,5.808235294117648e-08,2.213857142857143e-06
2014-12-14 19:09:00,638.9100000000001,0.5959019999999999,0.50308,0.209654,0.1022088,0.0686556,0.0490946,4.926e-08,2.087428571428572e-06
2014-12-14 19:10:00,641.58,0.59,0.48023,0.19907,0.090986,0.057112,0.050214,4.4790588235294114e-08,1.9858571428571432e-06
2014-12-14 19:11:00,652.664,0.518878,0.413078,0.1777398,0.0818726,0.0530532,0.0454762,7.033529411764706e-08,2.1952857142857144e-06
2014-12-14 19:12:00,663.748,0.447756,0.3459259999999999,0.1564095999999999,0.0727592,0.0489944,0.0407384,1.0826117647058825e-07,2.572857142857143e-06
2014-12-14 19:13:00,674.832,0.376634,0.2787739999999999,0.1350794,0.0636458,0.0449356,0.0360006,7.856352941176471e-08,2.4845714285714288e-06
