time_stamp,e2_flux_ic,p2_flux_ic,p3_flux_ic,p4_flux_ic,p5_flux_ic,p6_flux_ic,p7_flux_ic,short,long
1992-12-15 00:11:00,4.356,0.3442,0.2547999999999999,0.2155,0.13756,0.08956,0.0245,1.1105882352941178e-08,1.2842857142857144e-06
1992-12-15 00:12:00,4.592,0.2974,0.2236,0.185,0.12612,0.09002,0.0245,1.1211764705882352e-08,1.2914285714285716e-06
1992-12-15 00:13:00,4.827999999999999,0.2506,0.1924,0.1545,0.11468,0.0904799999999999,0.0245,1.2e-08,1.302857142857143e-06
1992-12-15 00:14:00,5.064,0.2038,0.1612,0.124,0.10324,0.09094,0.0245,1.223529411764706e-08,1.3085714285714287e-06
1992-12-15 00:15:00,5.3,0.157,0.13,0.0935,0.0918,0.0914,0.0245,1.2705882352941176e-08,1.3114285714285716e-06
1992-12-15 00:16:00,5.104,0.14452,0.1174,0.08098,0.07928,0.07886,0.0234,1.2941176470588237e-08,1.3185714285714286e-06
1992-12-15 00:17:00,4.908,0.13204,0.1048,0.06846,0.06676,0.0663199999999999,0.0223,1.3176470588235294e-08,1.3242857142857144e-06
1992-12-15 00:18:00,4.712,0.11956,0.0922,0.05594,0.05424,0.0537799999999999,0.0212,1.2352941176470589e-08,1.3142857142857145e-06
1992-12-15 00:19:00,4.516,0.10708,0.0796,0.04342,0.04172,0.04124,0.0201,1.188235294117647e-08,1.3085714285714287e-06
1992-12-15 00:20:00,4.32,0.0946,0.067,0.0309,0.0292,0.0287,0.019,1.2941176470588237e-08,1.3271428571428573e-06
1992-12-15 00:21:00,4.594,0.10588,0.0782,0.04218,0.04046,0.03998,0.0201,1.2705882352941176e-08,1.335714285714286e-06
1992-12-15 00:22:00,4.868,0.11716,0.0894,0.05346,0.05172,0.05126,0.0212,1.3058823529411765e-08,1.342857142857143e-06
1992-12-15 00:23:00,5.142,0.12844,0.1006,0.06474,0.06298,0.06254,0.0223,1.2941176470588237e-08,1.3514285714285716e-06
1992-12-15 00:24:00,5.416,0.13972,0.1118,0.07602,0.07424,0.07382,0.0234,1.2705882352941176e-08,1.3514285714285716e-06
