time_stamp,e2_flux_ic,p2_flux_ic,p3_flux_ic,p4_flux_ic,p5_flux_ic,p6_flux_ic,p7_flux_ic,short,long
1990-01-08 10:55:00,5.3,0.63,0.136,0.0345,0.0329,0.0325,0.0235,7.858823529411764e-09,1.342857142857143e-06
1990-01-08 10:56:00,5.064,0.52266,0.1238,0.0385,0.0368799999999999,0.0365,0.02262,7.411764705882353e-09,1.335714285714286e-06
1990-01-08 10:57:00,4.828,0.41532,0.1116,0.0425,0.04086,0.0405,0.02174,7.035294117647059e-09,1.3328571428571429e-06
1990-01-08 10:58:00,4.5920000000000005,0.30798,0.0994,0.0465,0.04484,0.0445,0.02086,7.541176470588236e-09,1.33e-06
1990-01-08 10:59:00,4.356,0.20064,0.0872,0.0505,0.04882,0.0485,0.0199799999999999,7.11764705882353e-09,1.3214285714285715e-06
1990-01-08 11:00:00,4.12,0.0933,0.075,0.0545,0.0528,0.0525,0.0191,7.388235294117647e-09,1.3185714285714286e-06
1990-01-08 11:01:00,4.5520000000000005,0.08628,0.06794,0.04744,0.04576,0.04544,0.016916,6.988235294117647e-09,1.3085714285714287e-06
1990-01-08 11:02:00,4.984,0.07926,0.06088,0.04038,0.03872,0.03838,0.0147319999999999,7.035294117647059e-09,1.3114285714285716e-06
1990-01-08 11:03:00,5.416,0.07224,0.05382,0.03332,0.03168,0.03132,0.012548,7.894117647058823e-09,1.3142857142857145e-06
1990-01-08 11:04:00,5.848000000000001,0.06522,0.0467599999999999,0.02626,0.02464,0.02426,0.010364,8.2e-09,1.3242857142857144e-06
1990-01-08 11:05:00,6.28,0.0582,0.0397,0.0192,0.0176,0.0172,0.00818,7.388235294117647e-09,1.3185714285714286e-06
1990-01-08 11:06:00,5.73,0.10136,0.0481199999999999,0.0191399999999999,0.01756,0.01714,0.008132,7.058823529411764e-09,1.302857142857143e-06
1990-01-08 11:07:00,5.18,0.14452,0.05654,0.01908,0.01752,0.0170799999999999,0.008084,6.294117647058824e-09,1.2842857142857144e-06
1990-01-08 11:08:00,4.63,0.18768,0.06496,0.01902,0.01748,0.01702,0.008036,6.811764705882353e-09,1.2842857142857144e-06
