time_stamp,e2_flux_ic,p2_flux_ic,p3_flux_ic,p4_flux_ic,p5_flux_ic,p6_flux_ic,p7_flux_ic,short,long
1999-11-17 08:30:00,9.55,0.101,0.0818,0.0526,0.0351,0.0302,0.0166,2.376470588235294e-08,2.2857142857142856e-06
1999-11-17 08:31:00,9.55,0.144,0.1250399999999999,0.05602,0.03546,0.0302,0.0166,2.3882352941176472e-08,2.3142857142857145e-06
1999-11-17 08:32:00,9.55,0.187,0.1682799999999999,0.05944,0.03582,0.0302,0.0166,2.447058823529412e-08,2.328571428571429e-06
1999-11-17 08:33:00,9.55,0.23,0.2115199999999999,0.06286,0.03618,0.0302,0.0166,2.6705882352941185e-08,2.328571428571429e-06
1999-11-17 08:34:00,9.55,0.273,0.25476,0.06628,0.03654,0.0302,0.0166,3.129411764705882e-08,2.428571428571429e-06
1999-11-17 08:35:00,9.55,0.316,0.298,0.0697,0.0369,0.0302,0.0166,3.647058823529412e-08,2.5e-06
1999-11-17 08:36:00,9.468,0.3176,0.286,0.07736,0.04504,0.03802,0.0243999999999999,4.03529411764706e-08,2.5428571428571427e-06
1999-11-17 08:37:00,9.386,0.3192,0.2739999999999999,0.08502,0.05318,0.04584,0.0322,4.152941176470588e-08,2.6142857142857145e-06
1999-11-17 08:38:00,9.304,0.3208,0.262,0.09268,0.06132,0.05366,0.0399999999999999,4.1058823529411775e-08,2.657142857142857e-06
1999-11-17 08:39:00,9.222,0.3224,0.25,0.10034,0.06946,0.0614799999999999,0.0477999999999999,3.9294117647058827e-08,2.6142857142857145e-06
1999-11-17 08:40:00,9.14,0.324,0.238,0.108,0.0776,0.0693,0.0556,3.729411764705882e-08,2.5428571428571427e-06
1999-11-17 08:41:00,9.2,0.2892,0.2166,0.0979,0.07176,0.0646,0.05096,3.552941176470588e-08,2.5428571428571427e-06
1999-11-17 08:42:00,9.26,0.2544,0.1951999999999999,0.0878,0.06592,0.0599,0.04632,3.6117647058823536e-08,2.5428571428571427e-06
1999-11-17 08:43:00,9.32,0.2196,0.1738,0.0776999999999999,0.06008,0.0552,0.0416799999999999,3.9176470588235295e-08,2.628571428571429e-06
1999-11-17 08:44:00,9.38,0.1848,0.1524,0.0676,0.05424,0.0505,0.03704,4.141176470588236e-08,2.657142857142857e-06
