time_stamp,e2_flux_ic,p2_flux_ic,p3_flux_ic,p4_flux_ic,p5_flux_ic,p6_flux_ic,p7_flux_ic,short,long
2014-06-13 19:13:00,234.284,0.29438,0.130438,0.0583366,0.0482482,0.0454366,0.0349108,1.2821176470588237e-07,3.3442857142857148e-06
2014-06-13 19:14:00,235.822,0.24523,0.116294,0.0611598,0.0517206,0.0490898,0.0401423999999999,1.2216470588235297e-07,3.311142857142857e-06
2014-06-13 19:15:00,237.36,0.19608,0.10215,0.063983,0.055193,0.052743,0.045374,1.1586235294117649e-07,3.2677142857142856e-06
2014-06-13 19:16:00,232.11,0.284498,0.123,0.0648826,0.0560636,0.0536055999999999,0.0446656,1.0980470588235298e-07,3.218714285714286e-06
2014-06-13 19:17:00,226.86,0.372916,0.14385,0.0657822,0.0569342,0.0544682,0.0439572,9.965176470588237e-08,3.165714285714286e-06
2014-06-13 19:18:00,221.61,0.461334,0.1647,0.0666818,0.0578048,0.0553308,0.0432488,9.57435294117647e-08,3.114e-06
2014-06-13 19:19:00,216.36,0.549752,0.18555,0.0675814,0.0586754,0.0561934,0.0425404,8.692705882352943e-08,3.0604285714285715e-06
2014-06-13 19:20:00,211.11,0.63817,0.2064,0.068481,0.059546,0.057056,0.041832,8.774117647058823e-08,3.029142857142857e-06
2014-06-13 19:21:00,210.17,0.5470200000000001,0.184078,0.0674348,0.0558488,0.0526196,0.0373266,8.52729411764706e-08,3.008285714285714e-06
2014-06-13 19:22:00,209.23,0.45587,0.161756,0.0663886,0.0521516,0.0481832,0.0328212,8.08694117647059e-08,2.967714285714285e-06
2014-06-13 19:23:00,208.29,0.36472,0.139434,0.0653424,0.0484544,0.0437468,0.0283158,7.44494117647059e-08,2.904e-06
2014-06-13 19:24:00,207.35,0.27357,0.117112,0.0642962,0.0447572,0.0393104,0.0238104,7.810470588235296e-08,2.9011428571428576e-06
2014-06-13 19:25:00,206.41,0.18242,0.09479,0.06325,0.04106,0.034874,0.019305,1.2174117647058825e-07,3.120857142857143e-06
2014-06-13 19:26:00,206.612,0.183048,0.106402,0.0634694,0.0423676,0.0364852,0.0224638,1.836823529411765e-07,3.4395714285714285e-06
2014-06-13 19:27:00,206.814,0.183676,0.118014,0.0636888,0.0436752,0.0380964,0.0256226,1.932235294117647e-07,3.613428571428572e-06
2014-06-13 19:28:00,207.016,0.184304,0.129626,0.0639082,0.0449828,0.0397076,0.0287814,1.6243529411764705e-07,3.5514285714285715e-06
2014-06-13 19:29:00,207.218,0.184932,0.141238,0.0641276,0.0462904,0.0413188,0.0319402,1.4036470588235294e-07,3.449428571428572e-06
2014-06-13 19:30:00,207.42,0.18556,0.15285,0.064347,0.047598,0.04293,0.035099,1.2065882352941178e-07,3.344142857142857e-06
2014-06-13 19:31:00,208.524,0.18217,0.151616,0.0737256,0.0585664,0.054343,0.0347371999999999,1.1529764705882353e-07,3.307142857142857e-06
2014-06-13 19:32:00,209.628,0.17878,0.150382,0.0831042,0.0695348,0.065756,0.0343754,1.1685764705882353e-07,3.3704285714285715e-06
2014-06-13 19:33:00,210.732,0.17539,0.149148,0.0924828,0.0805032,0.077169,0.0340136,1.0144000000000001e-07,3.223857142857143e-06
2014-06-13 19:34:00,211.836,0.172,0.147914,0.1018614,0.0914716,0.088582,0.0336518,9.750941176470588e-08,3.154428571428572e-06
2014-06-13 19:35:00,212.94,0.16861,0.14668,0.11124,0.10244,0.099995,0.03329,1.0600705882352941e-07,3.151857142857143e-06
2014-06-13 19:36:00,209.2,0.163424,0.141496,0.100798,0.0919998,0.0895538,0.036624,1.186235294117647e-07,3.1847142857142858e-06
2014-06-13 19:37:00,205.46,0.158238,0.136312,0.090356,0.0815596,0.0791126,0.039958,1.3330588235294117e-07,3.223857142857143e-06
2014-06-13 19:38:00,201.72,0.153052,0.131128,0.079914,0.0711194,0.0686714,0.043292,1.5216470588235293e-07,3.2968571428571435e-06
2014-06-13 19:39:00,197.98,0.147866,0.125944,0.069472,0.0606792,0.0582301999999999,0.046626,1.702117647058824e-07,3.400571428571429e-06
2014-06-13 19:40:00,194.24,0.14268,0.12076,0.05903,0.050239,0.047789,0.04996,1.938117647058824e-07,3.531142857142857e-06
2014-06-13 19:41:00,195.34,0.149074,0.127152,0.0560578,0.0472669999999999,0.0448168,0.0494646,2.2031764705882362e-07,3.6680000000000007e-06
2014-06-13 19:42:00,196.44,0.155468,0.133544,0.0530856,0.044295,0.0418445999999999,0.0489692,2.3824705882352945e-07,3.782857142857143e-06
2014-06-13 19:43:00,197.54,0.161862,0.139936,0.0501134,0.041323,0.0388724,0.0484738,2.515882352941177e-07,3.894e-06
2014-06-13 19:44:00,198.64,0.168256,0.1463279999999999,0.0471412,0.0383509999999999,0.0359002,0.0479784,2.627176470588236e-07,3.950714285714286e-06
2014-06-13 19:45:00,199.74,0.17465,0.15272,0.044169,0.035379,0.032928,0.047483,2.682235294117647e-07,3.9952857142857145e-06
2014-06-13 19:46:00,197.684,0.210538,0.165846,0.0724451999999999,0.0515492,0.0447672,0.0454722,2.805176470588236e-07,4.068714285714286e-06
2014-06-13 19:47:00,195.628,0.246426,0.178972,0.1007213999999999,0.0677194,0.0566064,0.0434614,2.8665882352941176e-07,4.132e-06
