time_tag,p3_flux_ic,p5_flux_ic,p7_flux_ic,short,long
2002-08-19 21:00:00,0.918,0.0283,0.0129,1.5058823529411766e-06,1.03e-05
2002-08-19 21:01:00,0.8848,0.02938,0.01396,7.91764705882353e-06,3.542857142857143e-05
2002-08-19 21:02:00,0.8516,0.03046,0.01502,8.858823529411765e-06,4.442857142857143e-05
2002-08-19 21:03:00,0.8184,0.03154,0.01608,5.670588235294117e-06,3.842857142857143e-05
2002-08-19 21:04:00,0.7852,0.03262,0.01714,4.882352941176471e-06,3.471428571428572e-05
2002-08-19 21:05:00,0.752,0.0337,0.0182,2.8705882352941177e-06,2.5142857142857147e-05
2002-08-19 21:06:00,0.8416,0.04646,0.01726,1.7411764705882353e-06,1.7714285714285717e-05
2002-08-19 21:07:00,0.9312,0.0592199999999999,0.01632,1.008235294117647e-06,1.3271428571428572e-05
2002-08-19 21:08:00,1.0208,0.0719799999999999,0.01538,6.047058823529411e-07,1.0085714285714288e-05
2002-08-19 21:09:00,1.1103999999999998,0.08474,0.01444,4.541176470588235e-07,8.314285714285715e-06
2002-08-19 21:10:00,1.2,0.0975,0.0135,4.811764705882353e-07,7.742857142857144e-06
2002-08-19 21:11:00,1.0964,0.08434,0.01354,6.447058823529412e-07,8.185714285714286e-06
2002-08-19 21:12:00,0.9928,0.07118,0.01358,5.117647058823529e-07,7.87142857142857e-06
2002-08-19 21:13:00,0.8892,0.05802,0.01362,3.364705882352941e-07,6.971428571428572e-06
2002-08-19 21:14:00,0.7856000000000001,0.04486,0.01366,2.788235294117647e-07,6.257142857142858e-06
2002-08-19 21:15:00,0.682,0.0317,0.0137,2.400000000000001e-07,5.8e-06
2002-08-19 21:16:00,0.7496,0.0408199999999999,0.01584,1.9764705882352945e-07,5.371428571428572e-06
2002-08-19 21:17:00,0.8172,0.04994,0.01798,1.611764705882353e-07,4.9000000000000005e-06
2002-08-19 21:18:00,0.8848,0.05906,0.02012,1.411764705882353e-07,4.542857142857143e-06
2002-08-19 21:19:00,0.9524,0.0681799999999999,0.02226,1.3647058823529413e-07,4.328571428571428e-06
2002-08-19 21:20:00,1.02,0.0773,0.0244,1.352941176470588e-07,4.1857142857142856e-06
2002-08-19 21:21:00,1.114,0.06742,0.0221,1.3058823529411764e-07,4.085714285714287e-06
2002-08-19 21:22:00,1.208,0.0575399999999999,0.0198,1.258823529411765e-07,4.014285714285715e-06
2002-08-19 21:23:00,1.302,0.04766,0.0175,1.2941176470588238e-07,4e-06
2002-08-19 21:24:00,1.396,0.03778,0.0152,1.470588235294118e-07,4.085714285714287e-06
2002-08-19 21:25:00,1.49,0.0279,0.0129,1.811764705882353e-07,4.342857142857143e-06
2002-08-19 21:26:00,1.3218,0.03958,0.01564,1.9529411764705882e-07,4.5e-06
2002-08-19 21:27:00,1.1536,0.05126,0.01838,1.9176470588235294e-07,4.571428571428571e-06
2002-08-19 21:28:00,0.9854,0.06294,0.02112,1.6941176470588234e-07,4.471428571428572e-06
2002-08-19 21:29:00,0.8172,0.0746199999999999,0.02386,1.51764705882353e-07,4.385714285714285e-06
2002-08-19 21:30:00,0.649,0.0863,0.0266,1.4823529411764706e-07,4.328571428571428e-06
2002-08-19 21:31:00,0.6572,0.0758,0.0249199999999999,1.611764705882353e-07,4.357142857142857e-06
2002-08-19 21:32:00,0.6654,0.0653,0.02324,2.0705882352941179e-07,4.514285714285714e-06
2002-08-19 21:33:00,0.6736,0.0548,0.02156,2.3176470588235295e-07,4.671428571428572e-06
2002-08-19 21:34:00,0.6818,0.0443,0.01988,2.388235294117647e-07,4.757142857142857e-06
2002-08-19 21:35:00,0.69,0.0338,0.0182,2.3176470588235295e-07,4.785714285714287e-06
2002-08-19 21:36:00,0.694,0.0327,0.01714,2.152941176470589e-07,4.728571428571429e-06
2002-08-19 21:37:00,0.698,0.0315999999999999,0.01608,1.9529411764705882e-07,4.642857142857143e-06
2002-08-19 21:38:00,0.702,0.0305,0.01502,1.7529411764705885e-07,4.514285714285714e-06
2002-08-19 21:39:00,0.706,0.0294,0.01396,1.647058823529412e-07,4.471428571428572e-06
2002-08-19 21:40:00,0.71,0.0283,0.0129,1.411764705882353e-07,4.342857142857143e-06
2002-08-19 21:41:00,0.7394,0.02822,0.0129,1.1882352941176473e-07,4.128571428571429e-06
2002-08-19 21:42:00,0.7687999999999999,0.02814,0.0129,1.0482352941176472e-07,3.971428571428572e-06
2002-08-19 21:43:00,0.7982,0.02806,0.0129,9.694117647058825e-08,3.857142857142857e-06
2002-08-19 21:44:00,0.8276,0.02798,0.0129,8.858823529411766e-08,3.7285714285714286e-06
2002-08-19 21:45:00,0.857,0.0279,0.0129,8.211764705882355e-08,3.6142857142857134e-06
2002-08-19 21:46:00,0.7468,0.02802,0.0129,7.741176470588235e-08,3.542857142857143e-06
2002-08-19 21:47:00,0.6366,0.02814,0.0129,7.411764705882353e-08,3.442857142857143e-06
2002-08-19 21:48:00,0.5264,0.02826,0.0129,7.094117647058824e-08,3.4000000000000005e-06
2002-08-19 21:49:00,0.4162,0.02838,0.0129,7.094117647058824e-08,3.371428571428572e-06
2002-08-19 21:50:00,0.306,0.0285,0.0129,7.376470588235295e-08,3.342857142857143e-06
2002-08-19 21:51:00,0.3504,0.03562,0.02002,8.98823529411765e-08,3.4285714285714285e-06
2002-08-19 21:52:00,0.3948,0.04274,0.0271399999999999,1.3058823529411764e-07,3.6857142857142857e-06
2002-08-19 21:53:00,0.4392,0.04986,0.03426,1.352941176470588e-07,3.8142857142857145e-06
2002-08-19 21:54:00,0.4836,0.05698,0.04138,1.411764705882353e-07,3.885714285714286e-06
2002-08-19 21:55:00,0.528,0.0641,0.0485,1.3647058823529413e-07,3.842857142857143e-06
2002-08-19 21:56:00,0.554,0.08048,0.05016,1.282352941176471e-07,3.771428571428572e-06
2002-08-19 21:57:00,0.5800000000000001,0.09686,0.05182,1.223529411764706e-07,3.742857142857143e-06
2002-08-19 21:58:00,0.6060000000000001,0.11324,0.05348,1.163529411764706e-07,3.642857142857143e-06
2002-08-19 21:59:00,0.632,0.12962,0.05514,1.1341176470588237e-07,3.6142857142857134e-06
2002-08-19 22:00:00,0.658,0.146,0.0568,1.1741176470588237e-07,3.6285714285714287e-06
2002-08-19 22:01:00,0.6936,0.1243799999999999,0.04908,1.3294117647058824e-07,3.700000000000001e-06
2002-08-19 22:02:00,0.7292,0.1027599999999999,0.04136,1.7058823529411768e-07,3.885714285714286e-06
2002-08-19 22:03:00,0.7647999999999999,0.08114,0.03364,2.3294117647058826e-07,4.1857142857142856e-06
2002-08-19 22:04:00,0.8004,0.05952,0.02592,3.247058823529412e-07,4.6e-06
2002-08-19 22:05:00,0.836,0.0379,0.0182,4.094117647058824e-07,5.042857142857143e-06
2002-08-19 22:06:00,0.7425999999999999,0.04022,0.0204,4.3882352941176484e-07,5.357142857142858e-06
2002-08-19 22:07:00,0.6492,0.04254,0.0226,4.3411764705882354e-07,5.514285714285715e-06
2002-08-19 22:08:00,0.5558,0.04486,0.0248,4.105882352941177e-07,5.585714285714286e-06
2002-08-19 22:09:00,0.4624,0.04718,0.027,3.882352941176472e-07,5.642857142857144e-06
2002-08-19 22:10:00,0.369,0.0495,0.0292,3.6352941176470585e-07,5.6571428571428576e-06
2002-08-19 22:11:00,0.3616,0.05056,0.0315,3.388235294117647e-07,5.6571428571428576e-06
2002-08-19 22:12:00,0.3542,0.05162,0.0338,3.164705882352941e-07,5.6285714285714295e-06
2002-08-19 22:13:00,0.3468,0.05268,0.0361,2.988235294117648e-07,5.6e-06
2002-08-19 22:14:00,0.3394,0.05374,0.0384,2.811764705882353e-07,5.571428571428572e-06
2002-08-19 22:15:00,0.332,0.0548,0.0407,2.6705882352941177e-07,5.557142857142858e-06
2002-08-19 22:16:00,0.4084,0.0495,0.03514,2.541176470588235e-07,5.514285714285715e-06
2002-08-19 22:17:00,0.4848,0.0442,0.02958,2.3764705882352946e-07,5.471428571428572e-06
2002-08-19 22:18:00,0.5612,0.0389,0.02402,2.235294117647059e-07,5.442857142857143e-06
2002-08-19 22:19:00,0.6376,0.0336,0.01846,2.105882352941177e-07,5.385714285714286e-06
2002-08-19 22:20:00,0.714,0.0283,0.0129,1.988235294117647e-07,5.3e-06
2002-08-19 22:21:00,0.7772,0.03986,0.01564,2.105882352941177e-07,5.428571428571429e-06
2002-08-19 22:22:00,0.8404,0.0514199999999999,0.01838,2.105882352941177e-07,5.557142857142858e-06
2002-08-19 22:23:00,0.9036,0.06298,0.02112,2.047058823529412e-07,5.642857142857144e-06
2002-08-19 22:24:00,0.9668,0.07454,0.02386,2.023529411764706e-07,5.685714285714287e-06
2002-08-19 22:25:00,1.03,0.0861,0.0266,1.941176470588236e-07,5.6571428571428576e-06
2002-08-19 22:26:00,0.9368,0.08334,0.0285799999999999,1.8705882352941177e-07,5.6285714285714295e-06
2002-08-19 22:27:00,0.8436,0.08058,0.0305599999999999,1.8000000000000002e-07,5.557142857142858e-06
2002-08-19 22:28:00,0.7504,0.07782,0.03254,1.7058823529411768e-07,5.457142857142857e-06
2002-08-19 22:29:00,0.6572,0.07506,0.0345199999999999,1.6588235294117649e-07,5.371428571428572e-06
2002-08-19 22:30:00,0.564,0.0723,0.0365,1.611764705882353e-07,5.3e-06
2002-08-19 22:31:00,0.5319999999999999,0.0658,0.03464,1.6e-07,5.3e-06
2002-08-19 22:32:00,0.5,0.0593,0.03278,1.5764705882352948e-07,5.314285714285715e-06
2002-08-19 22:33:00,0.4679999999999999,0.0528,0.0309199999999999,1.5764705882352948e-07,5.328571428571429e-06
2002-08-19 22:34:00,0.436,0.0463,0.02906,1.6e-07,5.357142857142858e-06
2002-08-19 22:35:00,0.404,0.0398,0.0272,1.6352941176470586e-07,5.442857142857143e-06
2002-08-19 22:36:00,0.423,0.03806,0.02434,1.6705882352941177e-07,5.500000000000001e-06
2002-08-19 22:37:00,0.442,0.03632,0.02148,1.7411764705882357e-07,5.6e-06
2002-08-19 22:38:00,0.461,0.03458,0.0186199999999999,1.8000000000000002e-07,5.685714285714287e-06
2002-08-19 22:39:00,0.48,0.03284,0.01576,1.8705882352941177e-07,5.742857142857143e-06
2002-08-19 22:40:00,0.499,0.0311,0.0129,1.9764705882352945e-07,5.871428571428571e-06
2002-08-19 22:41:00,0.6772,0.03326,0.01562,2.6e-07,6.257142857142858e-06
2002-08-19 22:42:00,0.8553999999999999,0.03542,0.01834,2.811764705882353e-07,6.5714285714285714e-06
2002-08-19 22:43:00,1.0336,0.03758,0.02106,2.647058823529412e-07,6.657142857142858e-06
2002-08-19 22:44:00,1.2117999999999998,0.03974,0.02378,2.447058823529412e-07,6.642857142857144e-06
2002-08-19 22:45:00,1.39,0.0419,0.0265,2.247058823529412e-07,6.528571428571429e-06
2002-08-19 22:46:00,1.2759999999999998,0.04138,0.0259399999999999,2.082352941176471e-07,6.4571428571428575e-06
2002-08-19 22:47:00,1.162,0.04086,0.02538,1.941176470588236e-07,6.300000000000001e-06
2002-08-19 22:48:00,1.048,0.04034,0.02482,1.8941176470588242e-07,6.214285714285715e-06
2002-08-19 22:49:00,0.934,0.03982,0.02426,1.8000000000000002e-07,6.128571428571428e-06
2002-08-19 22:50:00,0.82,0.0393,0.0237,1.7058823529411768e-07,6.057142857142858e-06
2002-08-19 22:51:00,0.7394,0.04328,0.0277,1.611764705882353e-07,5.971428571428571e-06
2002-08-19 22:52:00,0.6587999999999999,0.04726,0.0317,1.5764705882352948e-07,5.957142857142857e-06
2002-08-19 22:53:00,0.5782,0.05124,0.0357,1.611764705882353e-07,6.042857142857143e-06
2002-08-19 22:54:00,0.4976,0.05522,0.0397,1.6705882352941177e-07,6.1e-06
2002-08-19 22:55:00,0.417,0.0592,0.0437,1.5764705882352948e-07,6.028571428571429e-06
2002-08-19 22:56:00,0.4854,0.0541,0.0386,1.494117647058824e-07,5.885714285714286e-06
2002-08-19 22:57:00,0.5538,0.049,0.0335,1.470588235294118e-07,5.885714285714286e-06
2002-08-19 22:58:00,0.6222,0.0439,0.0284,1.4470588235294118e-07,5.8285714285714284e-06
2002-08-19 22:59:00,0.6906,0.0388,0.0233,1.435294117647059e-07,5.771428571428572e-06
2002-08-19 23:00:00,0.759,0.0337,0.0182,2.176470588235294e-07,6.4000000000000006e-06
2002-08-19 23:01:00,0.7538,0.03668,0.02114,5.447058823529412e-07,8.514285714285715e-06
2002-08-19 23:02:00,0.7486,0.03966,0.02408,7.423529411764706e-07,1.0071428571428572e-05
2002-08-19 23:03:00,0.7434,0.04264,0.02702,6.176470588235294e-07,1.0014285714285714e-05
2002-08-19 23:04:00,0.7382,0.0456199999999999,0.02996,3.858823529411765e-07,8.871428571428571e-06
2002-08-19 23:05:00,0.733,0.0486,0.0329,2.658823529411765e-07,7.757142857142857e-06
