time_tag,p3_flux_ic,p5_flux_ic,p7_flux_ic,short,long
1988-10-13 10:00:00,0.105,0.0345,0.0168,4.082352941176471e-08,1.8142857142857144e-06
1988-10-13 10:01:00,0.2598,0.0556,0.01724,3.670588235294119e-08,1.7285714285714287e-06
1988-10-13 10:02:00,0.4145999999999999,0.0767,0.0176799999999999,3.2588235294117645e-08,1.6857142857142858e-06
1988-10-13 10:03:00,0.5694,0.0978,0.01812,2.988235294117647e-08,1.6142857142857144e-06
1988-10-13 10:04:00,0.7242,0.1189,0.01856,2.6235294117647064e-08,1.5571428571428572e-06
1988-10-13 10:05:00,0.879,0.14,0.019,2.341176470588236e-08,1.5142857142857145e-06
1988-10-13 10:06:00,0.726,0.11928,0.01898,1.9764705882352945e-08,1.4714285714285716e-06
1988-10-13 10:07:00,0.573,0.09856,0.01896,1.8000000000000002e-08,1.405714285714286e-06
1988-10-13 10:08:00,0.42,0.07784,0.01894,1.6470588235294116e-08,1.3485714285714283e-06
1988-10-13 10:09:00,0.267,0.05712,0.01892,1.564705882352941e-08,1.3e-06
1988-10-13 10:10:00,0.114,0.0364,0.0189,1.4941176470588236e-08,1.27e-06
1988-10-13 10:11:00,0.2274,0.05392,0.01892,1.5176470588235296e-08,1.2842857142857144e-06
1988-10-13 10:12:00,0.3408,0.07144,0.01894,1.2588235294117648e-08,1.2214285714285714e-06
1988-10-13 10:13:00,0.4542,0.08896,0.01896,1.0752941176470588e-08,1.1485714285714288e-06
1988-10-13 10:14:00,0.5676000000000001,0.10648,0.01898,9.36470588235294e-09,1.1014285714285715e-06
1988-10-13 10:15:00,0.681,0.124,0.019,8.270588235294117e-09,1.05e-06
1988-10-13 10:16:00,0.7182000000000001,0.1358,0.0301,7.776470588235294e-09,1.0142857142857144e-06
1988-10-13 10:17:00,0.7554000000000001,0.1476,0.0412,8.082352941176471e-09,9.9e-07
1988-10-13 10:18:00,0.7926,0.1594,0.0523,7.176470588235294e-09,9.7e-07
1988-10-13 10:19:00,0.8298,0.1712,0.0634,7.258823529411765e-09,9.52857142857143e-07
1988-10-13 10:20:00,0.867,0.183,0.0745,7.035294117647059e-09,9.485714285714288e-07
1988-10-13 10:21:00,0.7972,0.1533199999999999,0.06296,1.2e-08,9.971428571428573e-07
1988-10-13 10:22:00,0.7274,0.12364,0.0514199999999999,2.5294117647058824e-08,1.1585714285714289e-06
1988-10-13 10:23:00,0.6576,0.0939599999999999,0.03988,3.1529411764705884e-08,1.2557142857142857e-06
1988-10-13 10:24:00,0.5878,0.0642799999999999,0.0283399999999999,2.8823529411764708e-08,1.2442857142857143e-06
1988-10-13 10:25:00,0.518,0.0346,0.0168,6.070588235294118e-08,1.4571428571428571e-06
1988-10-13 10:26:00,0.5018,0.03956,0.02178,1.1058823529411765e-07,1.8428571428571428e-06
1988-10-13 10:27:00,0.4856,0.04452,0.02676,1.4470588235294118e-07,2.157142857142857e-06
1988-10-13 10:28:00,0.4694,0.04948,0.03174,1.3058823529411764e-07,2.171428571428572e-06
1988-10-13 10:29:00,0.4532,0.05444,0.03672,1.003529411764706e-07,2.0142857142857144e-06
1988-10-13 10:30:00,0.437,0.0594,0.0417,6.611764705882354e-08,1.742857142857143e-06
1988-10-13 10:31:00,0.3702,0.06056,0.0436,4.4235294117647066e-08,1.5285714285714283e-06
1988-10-13 10:32:00,0.3034,0.06172,0.0455,2.788235294117647e-08,1.3585714285714289e-06
1988-10-13 10:33:00,0.2366,0.0628799999999999,0.0474,2.070588235294117e-08,1.2271428571428572e-06
1988-10-13 10:34:00,0.1698,0.06404,0.0493,1.6e-08,1.1328571428571429e-06
1988-10-13 10:35:00,0.103,0.0652,0.0512,1.3176470588235294e-08,1.0742857142857145e-06
1988-10-13 10:36:00,0.1814,0.07576,0.04476,1.2823529411764704e-08,1.0342857142857142e-06
1988-10-13 10:37:00,0.2598,0.08632,0.03832,1.4e-08,1.0185714285714283e-06
1988-10-13 10:38:00,0.3382,0.09688,0.03188,1.2352941176470589e-08,1.0042857142857145e-06
1988-10-13 10:39:00,0.4165999999999999,0.10744,0.0254399999999999,1.2352941176470589e-08,9.957142857142856e-07
1988-10-13 10:40:00,0.495,0.118,0.019,1.223529411764706e-08,9.857142857142855e-07
1988-10-13 10:41:00,0.4348,0.0993,0.01732,1.151764705882353e-08,9.785714285714287e-07
1988-10-13 10:42:00,0.3746,0.0805999999999999,0.01564,1.163529411764706e-08,9.771428571428573e-07
1988-10-13 10:43:00,0.3144,0.0618999999999999,0.01396,1.2e-08,9.9e-07
1988-10-13 10:44:00,0.2542,0.0431999999999999,0.01228,1.2470588235294118e-08,9.885714285714286e-07
1988-10-13 10:45:00,0.194,0.0245,0.0106,1.6e-08,1.0228571428571429e-06
1988-10-13 10:46:00,0.17438,0.02654,0.01184,2.741176470588236e-08,1.1242857142857144e-06
1988-10-13 10:47:00,0.15476,0.02858,0.01308,4.976470588235294e-08,1.342857142857143e-06
1988-10-13 10:48:00,0.1351399999999999,0.03062,0.01432,8.058823529411764e-08,1.7285714285714287e-06
1988-10-13 10:49:00,0.11552,0.03266,0.01556,7.823529411764707e-08,1.8428571428571428e-06
1988-10-13 10:50:00,0.0959,0.0347,0.0168,7.03529411764706e-08,1.8142857142857144e-06
1988-10-13 10:51:00,0.15932,0.03468,0.0168,6.211764705882353e-08,1.7714285714285714e-06
1988-10-13 10:52:00,0.22274,0.03466,0.0168,5.7058823529411766e-08,1.742857142857143e-06
1988-10-13 10:53:00,0.28616,0.03464,0.0168,5.941176470588237e-08,1.8e-06
1988-10-13 10:54:00,0.34958,0.03462,0.0168,7.011764705882352e-08,1.9285714285714285e-06
1988-10-13 10:55:00,0.413,0.0346,0.0168,1.131764705882353e-07,2.2714285714285715e-06
1988-10-13 10:56:00,0.5584,0.1672799999999999,0.04144,1.423529411764706e-07,2.585714285714286e-06
1988-10-13 10:57:00,0.7038,0.29996,0.06608,2.176470588235294e-07,3.3e-06
1988-10-13 10:58:00,0.8492,0.4326399999999999,0.09072,2.870588235294118e-07,3.928571428571429e-06
1988-10-13 10:59:00,0.9946,0.5653199999999999,0.11536,3.2823529411764706e-07,4.442857142857143e-06
1988-10-13 11:00:00,1.14,0.698,0.14,3.552941176470588e-07,4.842857142857144e-06
1988-10-13 11:01:00,0.9668,0.5780799999999999,0.11578,3.588235294117647e-07,5.085714285714285e-06
1988-10-13 11:02:00,0.7936,0.45816,0.09156,3.623529411764706e-07,5.271428571428571e-06
1988-10-13 11:03:00,0.6204000000000001,0.33824,0.06734,3.423529411764706e-07,5.328571428571429e-06
1988-10-13 11:04:00,0.4472,0.21832,0.04312,3.070588235294118e-07,5.271428571428571e-06
1988-10-13 11:05:00,0.274,0.0984,0.0189,2.658823529411765e-07,5.1e-06
1988-10-13 11:06:00,0.3302,0.09136,0.02426,2.2705882352941173e-07,4.814285714285715e-06
1988-10-13 11:07:00,0.3864,0.08432,0.02962,1.8941176470588242e-07,4.528571428571429e-06
1988-10-13 11:08:00,0.4426,0.07728,0.03498,1.611764705882353e-07,4.242857142857143e-06
1988-10-13 11:09:00,0.4988,0.07024,0.04034,1.3647058823529413e-07,3.971428571428572e-06
1988-10-13 11:10:00,0.555,0.0632,0.0457,1.155294117647059e-07,3.6571428571428576e-06
1988-10-13 11:11:00,0.5236000000000001,0.07038,0.04036,1.0176470588235296e-07,3.4285714285714285e-06
1988-10-13 11:12:00,0.4922,0.07756,0.0350199999999999,8.658823529411767e-08,3.171428571428572e-06
1988-10-13 11:13:00,0.4608,0.08474,0.0296799999999999,7.341176470588237e-08,2.9142857142857142e-06
1988-10-13 11:14:00,0.4294,0.09192,0.02434,6.364705882352941e-08,2.7e-06
1988-10-13 11:15:00,0.398,0.0991,0.019,5.5294117647058824e-08,2.5142857142857147e-06
1988-10-13 11:16:00,0.3864,0.11628,0.03156,4.811764705882353e-08,2.342857142857143e-06
1988-10-13 11:17:00,0.3748,0.13346,0.0441199999999999,4.2235294117647055e-08,2.1857142857142857e-06
1988-10-13 11:18:00,0.3632,0.15064,0.0566799999999999,3.7058823529411766e-08,2.042857142857144e-06
1988-10-13 11:19:00,0.3516,0.16782,0.06924,3.2e-08,1.9142857142857145e-06
1988-10-13 11:20:00,0.34,0.185,0.0818,2.8705882352941177e-08,1.8e-06
1988-10-13 11:21:00,0.379,0.16306,0.07694,2.6e-08,1.7142857142857145e-06
1988-10-13 11:22:00,0.418,0.14112,0.07208,2.341176470588236e-08,1.6285714285714288e-06
1988-10-13 11:23:00,0.457,0.11918,0.06722,2.094117647058824e-08,1.5714285714285717e-06
1988-10-13 11:24:00,0.496,0.09724,0.06236,1.8941176470588242e-08,1.5142857142857145e-06
1988-10-13 11:25:00,0.535,0.0753,0.0575,1.788235294117647e-08,1.4857142857142858e-06
1988-10-13 11:26:00,0.5382,0.07086,0.05312,1.6941176470588234e-08,1.4285714285714286e-06
1988-10-13 11:27:00,0.5414,0.06642,0.04874,1.5529411764705883e-08,1.392857142857143e-06
1988-10-13 11:28:00,0.5446000000000001,0.06198,0.04436,1.5176470588235296e-08,1.3642857142857142e-06
1988-10-13 11:29:00,0.5478000000000001,0.05754,0.03998,1.5294117647058823e-08,1.345714285714286e-06
1988-10-13 11:30:00,0.551,0.0531,0.0356,1.4941176470588236e-08,1.33e-06
