time_stamp,e2_flux_ic,p2_flux_ic,p3_flux_ic,p4_flux_ic,p5_flux_ic,p6_flux_ic,p7_flux_ic,short,long
2013-10-07 02:58:00,438.922,0.3080239999999999,0.1681099999999999,0.046057,0.03596,0.033146,0.017683,1.176470588235294e-09,4.384714285714286e-07
2013-10-07 02:59:00,430.766,0.2281619999999999,0.14488,0.046057,0.03596,0.033146,0.017683,1.176470588235294e-09,4.3912857142857145e-07
2013-10-07 03:00:00,422.61,0.1483,0.12165,0.046057,0.03596,0.033146,0.017683,1.176470588235294e-09,4.4132857142857146e-07
2013-10-07 03:01:00,417.106,0.1795939999999999,0.123724,0.0525496,0.0424526,0.0396384,0.017683,1.176470588235294e-09,4.411e-07
2013-10-07 03:02:00,411.602,0.210888,0.125798,0.0590422,0.0489451999999999,0.0461308,0.017683,1.176470588235294e-09,4.315e-07
2013-10-07 03:03:00,406.098,0.242182,0.1278719999999999,0.0655348,0.0554377999999999,0.0526232,0.017683,1.176470588235294e-09,4.2620000000000004e-07
2013-10-07 03:04:00,400.594,0.273476,0.129946,0.0720274,0.0619304,0.0591156,0.017683,1.176470588235294e-09,4.264857142857145e-07
2013-10-07 03:05:00,395.09,0.30477,0.13202,0.07852,0.068423,0.065608,0.017683,1.176470588235294e-09,4.2568571428571444e-07
2013-10-07 03:06:00,391.102,0.314756,0.138522,0.072794,0.062697,0.0598822,0.0221966,1.176470588235294e-09,4.299571428571429e-07
2013-10-07 03:07:00,387.114,0.324742,0.145024,0.067068,0.056971,0.0541564,0.0267102,1.176470588235294e-09,4.294285714285714e-07
2013-10-07 03:08:00,383.126,0.334728,0.151526,0.061342,0.051245,0.0484306,0.0312238,1.3145882352941175e-09,4.282285714285714e-07
2013-10-07 03:09:00,379.138,0.344714,0.158028,0.055616,0.045519,0.0427048,0.0357374,1.176470588235294e-09,4.236142857142858e-07
2013-10-07 03:10:00,375.15,0.3547,0.16453,0.04989,0.039793,0.036979,0.040251,1.176470588235294e-09,4.260714285714287e-07
2013-10-07 03:11:00,366.834,0.326518,0.169052,0.0589074,0.0488104,0.0459964,0.0357374,1.2001176470588235e-09,4.1998571428571433e-07
2013-10-07 03:12:00,358.518,0.298336,0.173574,0.0679248,0.0578278,0.0550138,0.0312238,1.2252941176470587e-09,4.138000000000001e-07
2013-10-07 03:13:00,350.202,0.270154,0.178096,0.0769422,0.0668452,0.0640312,0.0267102,1.176470588235294e-09,4.119857142857143e-07
2013-10-07 03:14:00,341.886,0.241972,0.182618,0.0859596,0.0758626,0.0730485999999999,0.0221966,1.176470588235294e-09,4.094000000000001e-07
2013-10-07 03:15:00,333.57,0.21379,0.18714,0.094977,0.08488,0.082066,0.017683,1.176470588235294e-09,4.068714285714287e-07
2013-10-07 03:16:00,333.458,0.26271,0.178318,0.0981856,0.0826794,0.0783576,0.0202502,1.176470588235294e-09,4.070857142857144e-07
2013-10-07 03:17:00,333.346,0.31163,0.169496,0.1013942,0.0804788,0.0746492,0.0228174,1.176470588235294e-09,4.059142857142857e-07
