time_tag,p3_flux_ic,p5_flux_ic,p7_flux_ic,short,long
2011-03-20 15:25:00,0.13065,0.059701,0.030679,5.049529411764706e-09,6.413571428571429e-07
2011-03-20 15:26:00,0.154284,0.0612198,0.0316698,3.427529411764706e-09,6.337142857142857e-07
2011-03-20 15:27:00,0.177918,0.0627385999999999,0.0326606,3.422e-09,6.225000000000001e-07
2011-03-20 15:28:00,0.201552,0.0642573999999999,0.0336514,3.964470588235294e-09,6.15e-07
2011-03-20 15:29:00,0.225186,0.0657761999999999,0.0346422,3.6696470588235285e-09,6.087285714285714e-07
2011-03-20 15:30:00,0.24882,0.067295,0.035633,5.501647058823531e-09,5.961285714285714e-07
2011-03-20 15:31:00,0.238464,0.076886,0.0410426,7.219647058823531e-09,5.845e-07
2011-03-20 15:32:00,0.228108,0.086477,0.0464522,3.9816470588235295e-09,5.796e-07
2011-03-20 15:33:00,0.217752,0.096068,0.0518618,4.07e-09,5.715142857142857e-07
2011-03-20 15:34:00,0.207396,0.105659,0.0572714,2.3467058823529404e-09,5.625428571428572e-07
2011-03-20 15:35:00,0.19704,0.11525,0.062681,4.6425882352941184e-09,5.554285714285715e-07
2011-03-20 15:36:00,0.187462,0.1023518,0.0554558,4.412588235294118e-09,5.504000000000001e-07
2011-03-20 15:37:00,0.177884,0.0894536,0.0482306,1.7163529411764707e-09,5.408285714285714e-07
2011-03-20 15:38:00,0.168306,0.0765554,0.0410054,1.437882352941176e-09,5.321714285714286e-07
2011-03-20 15:39:00,0.158728,0.0636572,0.0337801999999999,1.2236470588235295e-09,5.362857142857143e-07
2011-03-20 15:40:00,0.14915,0.050759,0.026555,1.949764705882353e-09,5.292e-07
2011-03-20 15:41:00,0.140544,0.0510886,0.0268845999999999,1.347411764705882e-09,5.173142857142858e-07
2011-03-20 15:42:00,0.131938,0.0514182,0.0272141999999999,1.6503529411764703e-09,5.133e-07
2011-03-20 15:43:00,0.123332,0.0517478,0.0275438,2.7552941176470587e-09,5.034285714285715e-07
2011-03-20 15:44:00,0.114726,0.0520774,0.0278734,1.977764705882353e-09,5.015428571428572e-07
2011-03-20 15:45:00,0.10612,0.052407,0.028203,1.7616470588235295e-09,5.032285714285715e-07
2011-03-20 15:46:00,0.109848,0.0561344,0.0291766,1.2236470588235295e-09,4.948142857142858e-07
2011-03-20 15:47:00,0.113576,0.0598618,0.0301502,1.294941176470588e-09,4.846142857142858e-07
2011-03-20 15:48:00,0.1173039999999999,0.0635892,0.0311238,1.176470588235294e-09,4.821571428571429e-07
2011-03-20 15:49:00,0.121032,0.0673166,0.0320974,1.176470588235294e-09,4.808142857142858e-07
2011-03-20 15:50:00,0.12476,0.071044,0.033071,1.2741176470588235e-09,4.773714285714286e-07
2011-03-20 15:51:00,0.133912,0.0801952,0.0449766,1.462235294117647e-09,4.737571428571429e-07
