time_stamp,e2_flux_ic,p2_flux_ic,p3_flux_ic,p4_flux_ic,p5_flux_ic,p6_flux_ic,p7_flux_ic,short,long
1995-02-04 14:42:00,4686.0,0.2583999999999999,0.16564,0.04482,0.02672,0.02372,0.0136759999999999,1.364705882352941e-09,1.3985714285714286e-07
1995-02-04 14:43:00,4734.0,0.2925999999999999,0.22376,0.04998,0.02608,0.02248,0.012414,9.235294117647055e-10,1.5000000000000002e-07
1995-02-04 14:44:00,4782.0,0.3268,0.28188,0.05514,0.02544,0.02124,0.0111519999999999,9.741176470588235e-10,1.5571428571428572e-07
1995-02-04 14:45:00,4830.0,0.361,0.34,0.0603,0.0248,0.02,0.00989,1.4705882352941174e-09,1.542857142857143e-07
1995-02-04 14:46:00,4960.0,0.3611999999999999,0.3046,0.06316,0.0334799999999999,0.02928,0.019192,1.764705882352941e-09,1.5857142857142858e-07
1995-02-04 14:47:00,5090.0,0.3614,0.2692,0.06602,0.0421599999999999,0.03856,0.028494,2.388235294117647e-09,1.5714285714285717e-07
1995-02-04 14:48:00,5220.0,0.3616,0.2338,0.06888,0.0508399999999999,0.04784,0.0377959999999999,5.070588235294118e-10,1.5000000000000002e-07
1995-02-04 14:49:00,5350.0,0.3618,0.1984,0.07174,0.0595199999999999,0.05712,0.047098,9.83529411764706e-10,1.5000000000000002e-07
1995-02-04 14:50:00,5480.0,0.362,0.163,0.0746,0.0682,0.0664,0.0564,1.4823529411764707e-09,1.5571428571428572e-07
1995-02-04 14:51:00,5500.0,0.3737999999999999,0.1666,0.06658,0.06016,0.05836,0.04836,7.705882352941174e-10,1.5857142857142858e-07
1995-02-04 14:52:00,5520.0,0.3856,0.1702,0.05856,0.05212,0.05032,0.0403199999999999,9.83529411764706e-10,1.5714285714285717e-07
1995-02-04 14:53:00,5540.0,0.3974,0.1738,0.05054,0.0440799999999999,0.04228,0.0322799999999999,7.011764705882354e-10,1.5714285714285717e-07
1995-02-04 14:54:00,5560.0,0.4092,0.1774,0.04252,0.0360399999999999,0.03424,0.0242399999999999,1.2705882352941175e-09,1.542857142857143e-07
1995-02-04 14:55:00,5580.0,0.421,0.181,0.0345,0.028,0.0262,0.0162,6.929411764705881e-10,1.542857142857143e-07
1995-02-04 14:56:00,5724.0,0.3631999999999999,0.1672,0.0345,0.028,0.0262,0.0162,1.0552941176470587e-10,1.542857142857143e-07
1995-02-04 14:57:00,5868.0,0.3054,0.1534,0.0345,0.028,0.0262,0.0162,7.011764705882354e-10,1.457142857142857e-07
1995-02-04 14:58:00,6012.0,0.2476,0.1396,0.0345,0.028,0.0262,0.0162,8.541176470588233e-10,1.4257142857142857e-07
1995-02-04 14:59:00,6156.0,0.1898,0.1258,0.0345,0.028,0.0262,0.0162,1.0388235294117647e-09,1.3800000000000004e-07
1995-02-04 15:00:00,6300.0,0.132,0.112,0.0345,0.028,0.0262,0.0162,4.0941176470588233e-10,1.3700000000000002e-07
1995-02-04 15:01:00,6544.0,0.1656,0.1456,0.04004,0.02864,0.02622,0.0162,7.176470588235294e-10,1.3428571428571428e-07
1995-02-04 15:02:00,6788.0,0.1992,0.1792,0.04558,0.02928,0.02624,0.0162,8.329411764705884e-10,1.2885714285714285e-07
1995-02-04 15:03:00,7032.0,0.2328,0.2128,0.05112,0.02992,0.02626,0.0162,1.235294117647059e-09,1.2842857142857148e-07
1995-02-04 15:04:00,7276.0,0.2663999999999999,0.2464,0.05666,0.03056,0.02628,0.0162,7.388235294117645e-10,1.25e-07
