time_stamp,e2_flux_ic,p2_flux_ic,p3_flux_ic,p4_flux_ic,p5_flux_ic,p6_flux_ic,p7_flux_ic,short,long
1990-10-17 15:42:00,17.44,0.1122399999999999,0.06012,0.03466,0.02626,0.02332,0.0132,7.470588235294118e-09,1.6428571428571429e-06
1990-10-17 15:43:00,17.06,0.0973599999999999,0.05728,0.03164,0.02544,0.02328,0.0132,6.7647058823529415e-09,1.6428571428571429e-06
1990-10-17 15:44:00,16.68,0.08248,0.05444,0.02862,0.02462,0.02324,0.0132,6.717647058823531e-09,1.6428571428571429e-06
1990-10-17 15:45:00,16.3,0.0676,0.0516,0.0256,0.0238,0.0232,0.0132,8.329411764705883e-09,1.6428571428571429e-06
1990-10-17 15:46:00,16.76,0.07468,0.05878,0.02982,0.028,0.02742,0.0174,7.752941176470589e-09,1.657142857142857e-06
1990-10-17 15:47:00,17.220000000000002,0.08176,0.0659599999999999,0.03404,0.0322,0.03164,0.0216,8.2e-09,1.657142857142857e-06
1990-10-17 15:48:00,17.68,0.08884,0.07314,0.03826,0.0364,0.0358599999999999,0.0258,9.411764705882354e-09,1.6857142857142858e-06
1990-10-17 15:49:00,18.14,0.0959199999999999,0.08032,0.04248,0.0406,0.04008,0.03,9.917647058823533e-09,1.7000000000000002e-06
1990-10-17 15:50:00,18.6,0.103,0.0875,0.0467,0.0448,0.0443,0.0342,9.764705882352941e-09,1.7000000000000002e-06
1990-10-17 15:51:00,18.84,0.1074,0.0917999999999999,0.05454,0.05262,0.05216,0.0328,1.0552941176470587e-08,1.7285714285714287e-06
1990-10-17 15:52:00,19.08,0.1118,0.0960999999999999,0.06238,0.06044,0.06002,0.0314,1.4117647058823533e-08,1.8e-06
1990-10-17 15:53:00,19.32,0.1162,0.1003999999999999,0.07022,0.06826,0.06788,0.03,9.517647058823533e-09,1.7142857142857145e-06
1990-10-17 15:54:00,19.56,0.1206,0.1047,0.07806,0.07608,0.07574,0.0286,7.035294117647059e-09,1.6428571428571429e-06
1990-10-17 15:55:00,19.8,0.125,0.109,0.0859,0.0839,0.0836,0.0272,6.847058823529412e-09,1.6428571428571429e-06
1990-10-17 15:56:00,19.38,0.113,0.097,0.07384,0.07188,0.07152,0.0243999999999999,6.164705882352941e-09,1.6142857142857144e-06
1990-10-17 15:57:00,18.96,0.101,0.0849999999999999,0.06178,0.05986,0.0594399999999999,0.0216,6.482352941176471e-09,1.6142857142857144e-06
1990-10-17 15:58:00,18.54,0.089,0.073,0.04972,0.04784,0.04736,0.0188,6.635294117647059e-09,1.6428571428571429e-06
1990-10-17 15:59:00,18.12,0.077,0.061,0.03766,0.03582,0.03528,0.016,9.011764705882354e-09,1.6428571428571429e-06
1990-10-17 16:00:00,17.7,0.065,0.049,0.0256,0.0238,0.0232,0.0132,7.717647058823531e-09,1.657142857142857e-06
1990-10-17 16:01:00,18.56,0.0756,0.0596,0.03622,0.03438,0.0338399999999999,0.0237999999999999,8.517647058823529e-09,1.6857142857142858e-06
1990-10-17 16:02:00,19.42,0.0862,0.0702,0.04684,0.04496,0.04448,0.0344,9.129411764705882e-09,1.7000000000000002e-06
1990-10-17 16:03:00,20.28,0.0968,0.0808,0.05746,0.05554,0.05512,0.045,8.76470588235294e-09,1.7285714285714287e-06
1990-10-17 16:04:00,21.14,0.1074,0.0914,0.06808,0.06612,0.06576,0.0556,1.1658823529411764e-08,1.7714285714285714e-06
1990-10-17 16:05:00,22.0,0.118,0.102,0.0787,0.0767,0.0764,0.0662,1.423529411764706e-08,1.8e-06
1990-10-17 16:06:00,21.96,0.1097399999999999,0.09376,0.06956,0.06758,0.06722,0.05706,9.28235294117647e-09,1.7285714285714287e-06
1990-10-17 16:07:00,21.92,0.10148,0.08552,0.06042,0.05846,0.0580399999999999,0.04792,9.176470588235296e-09,1.6857142857142858e-06
1990-10-17 16:08:00,21.88,0.09322,0.0772799999999999,0.05128,0.04934,0.04886,0.0387799999999999,7.788235294117648e-09,1.6857142857142858e-06
1990-10-17 16:09:00,21.84,0.08496,0.0690399999999999,0.04214,0.04022,0.03968,0.02964,7.058823529411764e-09,1.657142857142857e-06
1990-10-17 16:10:00,21.8,0.0767,0.0608,0.033,0.0311,0.0305,0.0205,7.200000000000001e-09,1.6428571428571429e-06
1990-10-17 16:11:00,21.6,0.10116,0.06774,0.03704,0.03514,0.03456,0.01926,7.035294117647059e-09,1.6428571428571429e-06
1990-10-17 16:12:00,21.4,0.12562,0.07468,0.04108,0.03918,0.03862,0.01802,6.564705882352941e-09,1.6428571428571429e-06
1990-10-17 16:13:00,21.2,0.15008,0.08162,0.04512,0.04322,0.0426799999999999,0.01678,8.211764705882353e-09,1.6714285714285715e-06
